artificial_physical_objectLabel,material_usedLabel,subclass_ofLabel,useLabel,has_partLabel
Vickers Type 100 Virginia Mk V,,Vickers Virginia,strategic bombing,
Vickers Type 108 Virginia Mk VI,,Vickers Virginia,strategic bombing,
Vickers Type 112 Virginia Mk VII,,Vickers Virginia,strategic bombing,
Vickers Type 128 Virginia Mk IX,,Vickers Virginia,strategic bombing,
Vickers Type 139 Virginia Mk X,,Vickers Virginia,strategic bombing,
Vickers Type 57 Virginia Mk I,,Vickers Virginia,strategic bombing,
Vickers Type 57 Virginia Mk I,,Vickers Virginia,strategic bombing,
Vickers Type 96 Virginia Mk I,,Vickers Virginia,strategic bombing,
Vickers Type 115 Virginia Mk VIII,,Vickers Virginia,strategic bombing,
Vickers Type 129 Virginia Mk VII,,Vickers Virginia,strategic bombing,
Vickers Type 76 Virginia Mk II,,Vickers Virginia,strategic bombing,
Vickers Type 79 Virginia Mk III,,Vickers Virginia,strategic bombing,
Vickers Type 99 Virginia Mk IV,,Vickers Virginia,strategic bombing,
Vickers Type 100 Virginia Mk V,,Vickers Virginia,strategic bombing,
Vickers Type 108 Virginia Mk VI,,Vickers Virginia,strategic bombing,
Vickers Type 112 Virginia Mk VII,,Vickers Virginia,strategic bombing,
Vickers Type 128 Virginia Mk IX,,Vickers Virginia,strategic bombing,
Vickers Type 139 Virginia Mk X,,Vickers Virginia,strategic bombing,
F-1,,T-2,strike fighter,
F-1,,T-2,strike fighter,
Yak-38,,third-generation jet fighter,strike fighter,
Yak-38,,third-generation jet fighter,strike fighter,
Yak-38,,third-generation jet fighter,strike fighter,
Yak-38,,vertical takeoff and landing,strike fighter,
Yak-38,,vertical takeoff and landing,strike fighter,
Yak-38,,vertical takeoff and landing,strike fighter,
SpaceShipTwo,,spaceplane,sub-orbital spaceflight,
SpaceShipTwo,,spaceplane,sub-orbital spaceflight,
sugar bowl,,shell bowl,sugar,
sugar bowl,,shell bowl,sugar,
sugar bowl,,shell bowl,sugar,
sugar spoon,,spoon,sugar,
sugar spoon,,spoon,sugar,
sugar bowl,,tableware,sugar,
sugar bowl,,tableware,sugar,
sugar bowl,,tableware,sugar,
sugar tongs,,tongs,sugar,
F-4G Wild Weasel V,,F-4E Phantom II,suppression of enemy air defenses,
F-4G Wild Weasel V,,F-4E Phantom II,suppression of enemy air defenses,
F-4G Wild Weasel V,,F-4E Phantom II,suppression of enemy air defenses,
Tornado ECR,,Tornado MRCA,suppression of enemy air defenses,
Tornado ECR,,Tornado MRCA,suppression of enemy air defenses,
Tornado ECR,,Tornado MRCA,suppression of enemy air defenses,
CQM-121 Pave Tiger,,unmanned aerial vehicle,suppression of enemy air defenses,
CQM-121 Pave Tiger,,unmanned aerial vehicle,suppression of enemy air defenses,
brush,,drawing instrument,surface finishing,
brush,,hand tool,surface finishing,
Breaker,,tool,surface mining,
Ölsprührakete,,rocket,surface water rescue,
Ölsprührakete,,rocket,surface water rescue,
E-8 Joint STARS,,Boeing 707,surveillance,
E-8 Joint STARS,,Boeing 707,surveillance,
binoculars,,corrective lens,surveillance,
binoculars,,corrective lens,surveillance,
binoculars,,optical instrument,surveillance,
binoculars,,optical instrument,surveillance,
Tower viewer,,vending machine,surveillance,
surgical suture,,surgical instrument,suturing technique,
suture needle,,surgical instrument,suturing technique,
surgical suture,,surgical instrument,suturing technique,
suture needle,,surgical instrument,suturing technique,
oar,,rowing equipment,sweep,
oar,,rowing equipment,sweep,
pool noodle,,floating object,swimming,
pool noodle,,floating object,swimming,
pool noodle,,swimming equipment,swimming,
pool noodle,,swimming equipment,swimming,
British Rail Class 12,,0-6-0,switcher,
Southern Railway diesels 1 to 3,,0-6-0,switcher,
British Rail Class 12,,0-6-0,switcher,
Southern Railway diesels 1 to 3,,0-6-0,switcher,
British Rail Class 13,,Cow-calf,switcher,
British Rail Class 13,,Cow-calf,switcher,
British Rail 11104,,departmental vehicle,switcher,
British Rail 11104,,departmental vehicle,switcher,
SNCF Y BL,,diesel locomotive,switcher,
TME3,,diesel locomotive,switcher,
SNCF Y BL,,diesel locomotive,switcher,
TME3,,diesel locomotive,switcher,
British Rail Class 12,,diesel-electric locomotive,switcher,
Southern Railway diesels 1 to 3,,diesel-electric locomotive,switcher,
British Rail Class 13,,diesel-electric locomotive,switcher,
ALCO T-6,,diesel-electric locomotive,switcher,
Baldwin S-12,,diesel-electric locomotive,switcher,
Beep,,diesel-electric locomotive,switcher,
British Rail 15107,,diesel-electric locomotive,switcher,
British Rail Class 09,,diesel-electric locomotive,switcher,
British Rail Class 10,,diesel-electric locomotive,switcher,
British Rail Class 11,,diesel-electric locomotive,switcher,
British Railways class D2/11,,diesel-electric locomotive,switcher,
British Railways class D3/10,,diesel-electric locomotive,switcher,
British Railways class D3/11,,diesel-electric locomotive,switcher,
British Railways class D3/14,,diesel-electric locomotive,switcher,
British Railways Class D3/3,,diesel-electric locomotive,switcher,
British Railways Class D3/5,,diesel-electric locomotive,switcher,
British Railways class D3/6,,diesel-electric locomotive,switcher,
LNER class J45,,diesel-electric locomotive,switcher,
SJ V1 class,,diesel-electric locomotive,switcher,
British Railways class D3/7,,diesel-electric locomotive,switcher,
British Rail Class 08,,diesel-electric locomotive,switcher,
LMS 7058,,diesel-electric locomotive,switcher,
LMS 7059–7068,,diesel-electric locomotive,switcher,
Lima 750 and 800 hp switchers,,diesel-electric locomotive,switcher,
Lima LS-1000,,diesel-electric locomotive,switcher,
SNCF C 61000,,diesel-electric locomotive,switcher,
British Rail Class 12,,diesel-electric locomotive,switcher,
Southern Railway diesels 1 to 3,,diesel-electric locomotive,switcher,
British Railways class D3/14,,diesel-electric locomotive,switcher,
British Railways Class D3/3,,diesel-electric locomotive,switcher,
British Railways Class D3/5,,diesel-electric locomotive,switcher,
British Railways class D3/6,,diesel-electric locomotive,switcher,
LNER class J45,,diesel-electric locomotive,switcher,
LMS 7058,,diesel-electric locomotive,switcher,
LMS 7059–7068,,diesel-electric locomotive,switcher,
Lima 750 and 800 hp switchers,,diesel-electric locomotive,switcher,
Lima LS-1000,,diesel-electric locomotive,switcher,
British Rail Class 08,,diesel-electric locomotive,switcher,
SNCF C 61000,,diesel-electric locomotive,switcher,
British Railways class D3/7,,diesel-electric locomotive,switcher,
ALCO T-6,,diesel-electric locomotive,switcher,
Baldwin S-12,,diesel-electric locomotive,switcher,
Beep,,diesel-electric locomotive,switcher,
British Rail 15107,,diesel-electric locomotive,switcher,
British Rail Class 09,,diesel-electric locomotive,switcher,
British Rail Class 10,,diesel-electric locomotive,switcher,
British Rail Class 11,,diesel-electric locomotive,switcher,
British Railways class D2/11,,diesel-electric locomotive,switcher,
British Railways class D3/10,,diesel-electric locomotive,switcher,
British Railways class D3/11,,diesel-electric locomotive,switcher,
British Rail Class 13,,diesel-electric locomotive,switcher,
SJ V1 class,,diesel-electric locomotive,switcher,
DB Class Köf III,,diesel-hydraulic locomotive,switcher,
SNCF Y 5100,,diesel-hydraulic locomotive,switcher,
CIÉ 611 class,,diesel-hydraulic locomotive,switcher,
Soviet Railways ТГК2,,diesel-hydraulic locomotive,switcher,
British Rail Class 02,,diesel-hydraulic locomotive,switcher,
British Railways class D2/1,,diesel-hydraulic locomotive,switcher,
British Railways class D2/10,,diesel-hydraulic locomotive,switcher,
British Railways class D3/1,,diesel-hydraulic locomotive,switcher,
NCC Class X,,diesel-hydraulic locomotive,switcher,
Translok DH 100,,diesel-hydraulic locomotive,switcher,
SNCB-NMBS Class 73,,diesel-hydraulic locomotive,switcher,
Soviet Railways ТГМ7,,diesel-hydraulic locomotive,switcher,
DB Class Köf III,,diesel-hydraulic locomotive,switcher,
Soviet Railways ТГМ7,,diesel-hydraulic locomotive,switcher,
SNCF Y 5100,,diesel-hydraulic locomotive,switcher,
CIÉ 611 class,,diesel-hydraulic locomotive,switcher,
Soviet Railways ТГК2,,diesel-hydraulic locomotive,switcher,
British Rail Class 02,,diesel-hydraulic locomotive,switcher,
British Railways class D2/1,,diesel-hydraulic locomotive,switcher,
British Railways class D2/10,,diesel-hydraulic locomotive,switcher,
British Railways class D3/1,,diesel-hydraulic locomotive,switcher,
SNCB-NMBS Class 73,,diesel-hydraulic locomotive,switcher,
NCC Class X,,diesel-hydraulic locomotive,switcher,
Translok DH 100,,diesel-hydraulic locomotive,switcher,
British Rail 11104,,diesel-mechanical locomotive,switcher,
PKP class SM03,,diesel-mechanical locomotive,switcher,
British Rail 11001,,diesel-mechanical locomotive,switcher,
British Rail Class 01,,diesel-mechanical locomotive,switcher,
British Rail Class 03,,diesel-mechanical locomotive,switcher,
British Rail Class 04,,diesel-mechanical locomotive,switcher,
British Rail Class 05,,diesel-mechanical locomotive,switcher,
British Rail Class 06,,diesel-mechanical locomotive,switcher,
British Railways class D1/1,,diesel-mechanical locomotive,switcher,
British Railways class D1/3,,diesel-mechanical locomotive,switcher,
British Railways class D2/12,,diesel-mechanical locomotive,switcher,
British Railways class D2/5,,diesel-mechanical locomotive,switcher,
British Railways class D2/7,,diesel-mechanical locomotive,switcher,
LMS diesel shunter 7050,,diesel-mechanical locomotive,switcher,
LMS diesel shunter 7051,,diesel-mechanical locomotive,switcher,
LMS diesel shunter 7053,,diesel-mechanical locomotive,switcher,
LMS diesel shunter 7054,,diesel-mechanical locomotive,switcher,
LMS diesel shunter 7057,,diesel-mechanical locomotive,switcher,
LMS 7055 and 7056,,diesel-mechanical locomotive,switcher,
LMS diesel shunter 7052,,diesel-mechanical locomotive,switcher,
LMS diesel shunter 7052,,diesel-mechanical locomotive,switcher,
PKP class SM03,,diesel-mechanical locomotive,switcher,
British Rail 11001,,diesel-mechanical locomotive,switcher,
British Rail Class 01,,diesel-mechanical locomotive,switcher,
British Rail Class 03,,diesel-mechanical locomotive,switcher,
British Rail Class 04,,diesel-mechanical locomotive,switcher,
British Rail Class 05,,diesel-mechanical locomotive,switcher,
British Rail Class 06,,diesel-mechanical locomotive,switcher,
British Railways class D1/1,,diesel-mechanical locomotive,switcher,
British Railways class D1/3,,diesel-mechanical locomotive,switcher,
British Railways class D2/12,,diesel-mechanical locomotive,switcher,
British Railways class D2/5,,diesel-mechanical locomotive,switcher,
British Railways class D2/7,,diesel-mechanical locomotive,switcher,
LMS diesel shunter 7050,,diesel-mechanical locomotive,switcher,
LMS diesel shunter 7051,,diesel-mechanical locomotive,switcher,
LMS diesel shunter 7053,,diesel-mechanical locomotive,switcher,
LMS diesel shunter 7054,,diesel-mechanical locomotive,switcher,
LMS diesel shunter 7057,,diesel-mechanical locomotive,switcher,
LMS 7055 and 7056,,diesel-mechanical locomotive,switcher,
British Rail 11104,,diesel-mechanical locomotive,switcher,
Milwaukee Road class ES-2,,electric locomotive,switcher,
North Eastern Railway 1 and 2,,electric locomotive,switcher,
Milwaukee Road class ES-1,,electric locomotive,switcher,
North Eastern Railway 1 and 2,,electric locomotive,switcher,
Milwaukee Road class ES-2,,electric locomotive,switcher,
Milwaukee Road class ES-1,,electric locomotive,switcher,
S&DJR Sentinels,,Geared steam locomotive,switcher,
S&DJR Sentinels,,Geared steam locomotive,switcher,
DB Class Köf III,,Kleinlokomotive,switcher,
DB Class Köf III,,Kleinlokomotive,switcher,
DSB Traktor 56/57,,locomotive,switcher,
DSB Traktor 56/57,,locomotive,switcher,
PLM 7001 to 7005,,tank locomotive,switcher,
Nord 4.2016 to 4.2095,,tank locomotive,switcher,
SR Z class,,tank locomotive,switcher,
Midland Railway 1322 Class,,tank locomotive,switcher,
GCR Class 8H,,tank locomotive,switcher,
Nord 4.2016 to 4.2095,,tank locomotive,switcher,
PLM 7001 to 7005,,tank locomotive,switcher,
GCR Class 8H,,tank locomotive,switcher,
Midland Railway 1322 Class,,tank locomotive,switcher,
SR Z class,,tank locomotive,switcher,
Maine Central class K,,tender locomotive,switcher,
Pennsylvania Railroad A5s,,tender locomotive,switcher,
Pennsylvania Railroad B6,,tender locomotive,switcher,
Pennsylvania Railroad C1,,tender locomotive,switcher,
SP&S Class A1,,tender locomotive,switcher,
"Spokane, Portland and Seattle Railway class A-2",,tender locomotive,switcher,
"Spokane, Portland and Seattle Railway class A-3",,tender locomotive,switcher,
Soo Line B-4 class,,tender locomotive,switcher,
South African Class S2 0-8-0,,tender locomotive,switcher,
USRA 0-6-0,,tender locomotive,switcher,
USRA 0-8-0,,tender locomotive,switcher,
Union Railroad 0-10-2,,tender locomotive,switcher,
Pennsylvania Railroad A3,,tender locomotive,switcher,
Pennsylvania Railroad A5s,,tender locomotive,switcher,
Pennsylvania Railroad B6,,tender locomotive,switcher,
Pennsylvania Railroad C1,,tender locomotive,switcher,
USRA 0-6-0,,tender locomotive,switcher,
USRA 0-8-0,,tender locomotive,switcher,
Union Railroad 0-10-2,,tender locomotive,switcher,
Maine Central class K,,tender locomotive,switcher,
SP&S Class A1,,tender locomotive,switcher,
"Spokane, Portland and Seattle Railway class A-2",,tender locomotive,switcher,
"Spokane, Portland and Seattle Railway class A-3",,tender locomotive,switcher,
Soo Line B-4 class,,tender locomotive,switcher,
South African Class S2 0-8-0,,tender locomotive,switcher,
Pennsylvania Railroad A3,,tender locomotive,switcher,
aluminium foil,,foil,t106433660,
aluminium foil,,foil,t106433660,
aluminium foil,,kitchenware,t106433660,
aluminium foil,,kitchenware,t106433660,
Wax paper,,kitchenware,t1853167,
Wax paper,,kitchenware,t1853167,
Wax paper,,kitchenware,t1853168,
Wax paper,,kitchenware,t1853168,
Wax paper,,kitchenware,t1853169,
Wax paper,,kitchenware,t1853169,
kayak,,watercraft,t305023801,
kayak,,watercraft,t305023801,
convection oven,,home appliance,t306291888,
convection oven,,kitchen utensil,t306291888,
salt spoon,,spoon,table salt,
salt spoon,,spoon,table salt,
charger,,plate,Table setting,
charger,,plate,Table setting,
table set,,tableware,Table setting,
table set,,tableware,Table setting,
table set,,tool,Table setting,
table set,,tool,Table setting,
weaving tablet,,textile arts tool,tablet weaving,
Lockheed EC-130Q Hercules,,C-130H Hercules,TACAMO,
Lockheed EC-130Q Hercules,,C-130H Hercules,TACAMO,
Lockheed EC-130Q Hercules,,C-130H Hercules,TACAMO,
Lockheed EC-130Q Hercules,,land-based aircraft,TACAMO,
Lockheed EC-130Q Hercules,,land-based aircraft,TACAMO,
Lockheed EC-130Q Hercules,,land-based aircraft,TACAMO,
Lockheed EC-130Q Hercules,,Lockheed EC-130,TACAMO,
Lockheed EC-130Q Hercules,,Lockheed EC-130,TACAMO,
Lockheed EC-130Q Hercules,,Lockheed EC-130,TACAMO,
Lynx AH1,,Lynx,tactical airlift,
Lynx AH1,,Lynx,tactical airlift,
Lynx AH1,,Lynx,tactical airlift,
Lynx AH1,,scout helicopter,tactical airlift,
Lynx AH1,,scout helicopter,tactical airlift,
Lynx AH1,,scout helicopter,tactical airlift,
Lynx AH1,,utility helicopter,tactical airlift,
Lynx AH1,,utility helicopter,tactical airlift,
Lynx AH1,,utility helicopter,tactical airlift,
McDonnell Douglas F-4 Phantom II,,carrier-based aircraft,tactical bombing,
McDonnell Douglas F-4 Phantom II,,carrier-based aircraft,tactical bombing,
McDonnell Douglas F-4 Phantom II,,carrier-based aircraft,tactical bombing,
multirole combat aircraft,,combat aircraft,tactical bombing,
multirole combat aircraft,,combat aircraft,tactical bombing,
multirole combat aircraft,,combat aircraft,tactical bombing,
McDonnell Douglas F-4 Phantom II,,fighter-bomber,tactical bombing,
McDonnell Douglas F-4 Phantom II,,fighter-bomber,tactical bombing,
McDonnell Douglas F-4 Phantom II,,fighter-bomber,tactical bombing,
Fox IIIC,,Fox,tactical bombing,
Fox IIIC,,Fox,tactical bombing,
Fox IIIC,,Fox,tactical bombing,
McDonnell Douglas F-4 Phantom II,,interceptor aircraft,tactical bombing,
McDonnell Douglas F-4 Phantom II,,interceptor aircraft,tactical bombing,
McDonnell Douglas F-4 Phantom II,,interceptor aircraft,tactical bombing,
A-4H Skyhawk,,A-4 Skyhawk,tactical strike aircraft,
A-4K Skyhawk,,A-4 Skyhawk,tactical strike aircraft,
